node_id	pr_value
663930	0.00017274492606420417
482708	9.430767594412907e-05
1034017	5.555031504583257e-05
663559	4.9155510228245565e-05
357530	4.630716473906847e-05
1120567	4.4035277498377766e-05
663605	4.3048285479976774e-05
663682	3.6997357737130885e-05
664788	3.578107261088893e-05
1108860	3.463470534531272e-05
