node_id	pr_value
663930	0.00017274680686600954
482708	9.430802248782372e-05
1034017	5.5561860689668955e-05
663559	4.915578598510961e-05
357530	4.630734540450202e-05
1120567	4.405822222490868e-05
663605	4.304856196893686e-05
663682	3.699736822408985e-05
664788	3.578133897941664e-05
1108860	3.4659002470801234e-05
